Drug,Dose,Units,Hours,BioRep,TechRep,Target,Count
AVB3InhibitorCilengitide,0,nM,12,1,1,ITGB3,0.575476285
AVB3InhibitorCilengitide,0,nM,12,1,2,ITGB3,0.306335168
AVB3InhibitorCilengitide,0,nM,12,1,3,ITGB3,0.288819098
AVB3InhibitorCilengitide,0,nM,12,2,1,ITGB3,0.741381248
AVB3InhibitorCilengitide,0,nM,12,2,2,ITGB3,1.307713118
AVB3InhibitorCilengitide,0,nM,12,2,3,ITGB3,0.723150108
AVB3InhibitorCilengitide,0,nM,12,3,1,ITGB3,0.544884906
AVB3InhibitorCilengitide,0,nM,12,3,2,ITGB3,0.703809832
AVB3InhibitorCilengitide,0,nM,12,3,3,ITGB3,1.253186124
AVB3InhibitorCilengitide,5,nM,12,1,1,ITGB3,0.816067222
AVB3InhibitorCilengitide,5,nM,12,1,3,ITGB3,0.638037819
AVB3InhibitorCilengitide,5,nM,12,2,1,ITGB3,0.372765964
AVB3InhibitorCilengitide,5,nM,12,2,2,ITGB3,0.431279979
AVB3InhibitorCilengitide,5,nM,12,2,3,ITGB3,0.341531824
AVB3InhibitorCilengitide,5,nM,12,3,1,ITGB3,0.278635697
AVB3InhibitorCilengitide,5,nM,12,3,2,ITGB3,0.817709022
AVB3InhibitorCilengitide,5,nM,12,3,3,ITGB3,0.385477512
AVB3InhibitorCilengitide,10,nM,12,1,1,ITGB3,0.447165644
AVB3InhibitorCilengitide,10,nM,12,1,2,ITGB3,0.743147604
AVB3InhibitorCilengitide,10,nM,12,1,3,ITGB3,0.212657172
AVB3InhibitorCilengitide,10,nM,12,2,2,ITGB3,0.247809653
AVB3InhibitorCilengitide,10,nM,12,2,3,ITGB3,0.173381259
AVB3InhibitorCilengitide,10,nM,12,3,1,ITGB3,0.50834642
AVB3InhibitorCilengitide,10,nM,12,3,2,ITGB3,0.170141196
AVB3InhibitorCilengitide,10,nM,12,3,3,ITGB3,0.331764386
AVB3InhibitorCilengitide,20,nM,12,1,1,ITGB3,0.769128318
AVB3InhibitorCilengitide,20,nM,12,2,1,ITGB3,0.133866288
AVB3InhibitorCilengitide,20,nM,12,2,2,ITGB3,0.192362929
AVB3InhibitorCilengitide,20,nM,12,2,3,ITGB3,0.114875844
AVB3InhibitorCilengitide,20,nM,12,3,1,ITGB3,0.654766096
AVB3InhibitorCilengitide,20,nM,12,3,2,ITGB3,0.565181327
AVB3InhibitorCilengitide,20,nM,12,3,3,ITGB3,0.875438392
AVB3InhibitorCilengitide,0,nM,24,1,1,ITGB3,2.153617627
AVB3InhibitorCilengitide,0,nM,24,1,2,ITGB3,1.847348338
AVB3InhibitorCilengitide,0,nM,24,1,3,ITGB3,3.246821812
AVB3InhibitorCilengitide,0,nM,24,2,1,ITGB3,0.704086929
AVB3InhibitorCilengitide,0,nM,24,2,2,ITGB3,0.783177425
AVB3InhibitorCilengitide,0,nM,24,2,3,ITGB3,1.065740531
AVB3InhibitorCilengitide,0,nM,24,3,1,ITGB3,2.115195025
AVB3InhibitorCilengitide,0,nM,24,3,2,ITGB3,1.294728737
AVB3InhibitorCilengitide,0,nM,24,3,3,ITGB3,2.026539052
AVB3InhibitorCilengitide,5,nM,24,1,1,ITGB3,1.058846083
AVB3InhibitorCilengitide,5,nM,24,1,2,ITGB3,1.178955011
AVB3InhibitorCilengitide,5,nM,24,1,3,ITGB3,0.997851798
AVB3InhibitorCilengitide,5,nM,24,2,1,ITGB3,0.422962775
AVB3InhibitorCilengitide,5,nM,24,2,2,ITGB3,0.471423053
AVB3InhibitorCilengitide,5,nM,24,2,3,ITGB3,0.561625197
AVB3InhibitorCilengitide,5,nM,24,3,1,ITGB3,0.812759396
AVB3InhibitorCilengitide,5,nM,24,3,2,ITGB3,1.022899192
AVB3InhibitorCilengitide,5,nM,24,3,3,ITGB3,1.021740039
AVB3InhibitorCilengitide,10,nM,24,1,1,ITGB3,0.663070294
AVB3InhibitorCilengitide,10,nM,24,1,2,ITGB3,0.678551221
AVB3InhibitorCilengitide,10,nM,24,1,3,ITGB3,0.622947619
AVB3InhibitorCilengitide,10,nM,24,2,1,ITGB3,0.262451842
AVB3InhibitorCilengitide,10,nM,24,2,2,ITGB3,0.436851018
AVB3InhibitorCilengitide,10,nM,24,2,3,ITGB3,0.365608176
AVB3InhibitorCilengitide,10,nM,24,3,1,ITGB3,0.690398708
AVB3InhibitorCilengitide,10,nM,24,3,2,ITGB3,0.615534114
AVB3InhibitorCilengitide,10,nM,24,3,3,ITGB3,0.607955167
AVB3InhibitorCilengitide,20,nM,24,1,1,ITGB3,0.314490023
AVB3InhibitorCilengitide,20,nM,24,1,2,ITGB3,0.388118488
AVB3InhibitorCilengitide,20,nM,24,1,3,ITGB3,0.365319775
AVB3InhibitorCilengitide,20,nM,24,2,1,ITGB3,0.354170773
AVB3InhibitorCilengitide,20,nM,24,2,2,ITGB3,0.452012512
AVB3InhibitorCilengitide,20,nM,24,2,3,ITGB3,0.442661414
AVB3InhibitorCilengitide,20,nM,24,3,1,ITGB3,0.331831636
AVB3InhibitorCilengitide,20,nM,24,3,2,ITGB3,0.224953758
AVB3InhibitorCilengitide,20,nM,24,3,3,ITGB3,0.343901248
AVB3InhibitorCilengitide,0,nM,48,1,1,ITGB3,4.737885447
AVB3InhibitorCilengitide,0,nM,48,1,2,ITGB3,5.547216934
AVB3InhibitorCilengitide,0,nM,48,1,3,ITGB3,4.974423295
AVB3InhibitorCilengitide,0,nM,48,2,1,ITGB3,3.563406671
AVB3InhibitorCilengitide,0,nM,48,2,2,ITGB3,3.288372293
AVB3InhibitorCilengitide,0,nM,48,2,3,ITGB3,3.689972638
AVB3InhibitorCilengitide,0,nM,48,3,1,ITGB3,4.922496074
AVB3InhibitorCilengitide,0,nM,48,3,2,ITGB3,4.218550129
AVB3InhibitorCilengitide,0,nM,48,3,3,ITGB3,4.871192298
AVB3InhibitorCilengitide,5,nM,48,1,1,ITGB3,2.944565121
AVB3InhibitorCilengitide,5,nM,48,1,2,ITGB3,3.250092249
AVB3InhibitorCilengitide,5,nM,48,1,3,ITGB3,3.04982543
AVB3InhibitorCilengitide,5,nM,48,2,1,ITGB3,3.953759389
AVB3InhibitorCilengitide,5,nM,48,2,2,ITGB3,3.534522712
AVB3InhibitorCilengitide,5,nM,48,2,3,ITGB3,3.331982825
AVB3InhibitorCilengitide,5,nM,48,3,1,ITGB3,2.169799205
AVB3InhibitorCilengitide,5,nM,48,3,2,ITGB3,2.440299192
AVB3InhibitorCilengitide,5,nM,48,3,3,ITGB3,2.277526298
AVB3InhibitorCilengitide,10,nM,48,1,1,ITGB3,1.725170058
AVB3InhibitorCilengitide,10,nM,48,1,2,ITGB3,1.442967478
AVB3InhibitorCilengitide,10,nM,48,1,3,ITGB3,2.203766262
AVB3InhibitorCilengitide,10,nM,48,2,1,ITGB3,4.557348735
AVB3InhibitorCilengitide,10,nM,48,2,2,ITGB3,5.402264706
AVB3InhibitorCilengitide,10,nM,48,2,3,ITGB3,5.228223833
AVB3InhibitorCilengitide,10,nM,48,3,1,ITGB3,0.302910118
AVB3InhibitorCilengitide,10,nM,48,3,2,ITGB3,0.33667235
AVB3InhibitorCilengitide,10,nM,48,3,3,ITGB3,0.3025442
AVB3InhibitorCilengitide,20,nM,48,1,1,ITGB3,1.546371069
AVB3InhibitorCilengitide,20,nM,48,1,2,ITGB3,1.799485924
AVB3InhibitorCilengitide,20,nM,48,1,3,ITGB3,2.137941168
AVB3InhibitorCilengitide,20,nM,48,2,1,ITGB3,1.767414969
AVB3InhibitorCilengitide,20,nM,48,2,2,ITGB3,2.68288512
AVB3InhibitorCilengitide,20,nM,48,2,3,ITGB3,1.784105327
AVB3InhibitorCilengitide,20,nM,48,3,1,ITGB3,2.335393275
AVB3InhibitorCilengitide,20,nM,48,3,2,ITGB3,1.921084697
AVB3InhibitorCilengitide,20,nM,48,3,3,ITGB3,2.033737471
RecombinantTGFb,0,ng/mL,6,1,1,Gli2,0.822173028
RecombinantTGFb,0,ng/mL,6,1,2,Gli2,0.935367648
RecombinantTGFb,0,ng/mL,6,1,3,Gli2,0.753123951
RecombinantTGFb,0,ng/mL,6,2,2,Gli2,0.613317428
RecombinantTGFb,0,ng/mL,6,2,3,Gli2,0.607852766
RecombinantTGFb,0,ng/mL,6,3,1,Gli2,0.582889839
RecombinantTGFb,0,ng/mL,6,3,2,Gli2,0.55454983
RecombinantTGFb,0,ng/mL,6,3,3,Gli2,0.624302261
RecombinantTGFb,10,ng/mL,6,1,1,Gli2,0.376751166
RecombinantTGFb,10,ng/mL,6,1,2,Gli2,0.392706198
RecombinantTGFb,10,ng/mL,6,1,3,Gli2,0.279943873
RecombinantTGFb,10,ng/mL,6,2,1,Gli2,0.30757638
RecombinantTGFb,10,ng/mL,6,2,2,Gli2,0.297480347
RecombinantTGFb,10,ng/mL,6,2,3,Gli2,0.425661834
RecombinantTGFb,10,ng/mL,6,3,1,Gli2,0.345385537
RecombinantTGFb,10,ng/mL,6,3,2,Gli2,0.301439912
RecombinantTGFb,10,ng/mL,6,3,3,Gli2,0.260190359
RecombinantTGFb,0,ng/mL,12,1,1,Gli2,0.443301319
RecombinantTGFb,0,ng/mL,12,1,2,Gli2,0.432337058
RecombinantTGFb,0,ng/mL,12,1,3,Gli2,0.433228136
RecombinantTGFb,0,ng/mL,12,2,1,Gli2,0.585312094
RecombinantTGFb,0,ng/mL,12,2,2,Gli2,0.628843535
RecombinantTGFb,0,ng/mL,12,2,3,Gli2,0.527963441
RecombinantTGFb,0,ng/mL,12,3,1,Gli2,0.579719338
RecombinantTGFb,0,ng/mL,12,3,2,Gli2,0.749519019
RecombinantTGFb,0,ng/mL,12,3,3,Gli2,0.672462188
RecombinantTGFb,10,ng/mL,12,1,1,Gli2,1.568103801
RecombinantTGFb,10,ng/mL,12,1,2,Gli2,1.033396919
RecombinantTGFb,10,ng/mL,12,1,3,Gli2,1.122792119
RecombinantTGFb,10,ng/mL,12,2,1,Gli2,1.022708489
RecombinantTGFb,10,ng/mL,12,2,2,Gli2,0.692594771
RecombinantTGFb,10,ng/mL,12,2,3,Gli2,0.82067886
RecombinantTGFb,10,ng/mL,12,3,1,Gli2,1.394859315
RecombinantTGFb,10,ng/mL,12,3,2,Gli2,1.342164545
RecombinantTGFb,10,ng/mL,12,3,3,Gli2,1.519460427
RecombinantTGFb,0,ng/mL,24,1,1,Gli2,0.118854487
RecombinantTGFb,0,ng/mL,24,1,2,Gli2,0.216847765
RecombinantTGFb,0,ng/mL,24,1,3,Gli2,0.262415128
RecombinantTGFb,0,ng/mL,24,2,1,Gli2,0.150959328
RecombinantTGFb,0,ng/mL,24,2,2,Gli2,0.069988204
RecombinantTGFb,0,ng/mL,24,2,3,Gli2,0.065138199
RecombinantTGFb,0,ng/mL,24,3,1,Gli2,0.525869621
RecombinantTGFb,0,ng/mL,24,3,2,Gli2,0.612547041
RecombinantTGFb,0,ng/mL,24,3,3,Gli2,1.149689228
RecombinantTGFb,10,ng/mL,24,1,1,Gli2,1.44575306
RecombinantTGFb,10,ng/mL,24,1,2,Gli2,1.464471151
RecombinantTGFb,10,ng/mL,24,1,3,Gli2,1.480687524
RecombinantTGFb,10,ng/mL,24,2,1,Gli2,2.061831429
RecombinantTGFb,10,ng/mL,24,2,2,Gli2,1.741587489
RecombinantTGFb,10,ng/mL,24,2,3,Gli2,2.260451546
RecombinantTGFb,10,ng/mL,24,3,1,Gli2,0.307559069
RecombinantTGFb,10,ng/mL,24,3,2,Gli2,0.288807619
RecombinantTGFb,10,ng/mL,24,3,3,Gli2,0.552190088
RecombinantTGFb,0,ng/mL,48,1,1,Gli2,0.371442257
RecombinantTGFb,0,ng/mL,48,1,2,Gli2,0.336792733
RecombinantTGFb,0,ng/mL,48,1,3,Gli2,0.427535437
RecombinantTGFb,0,ng/mL,48,2,1,Gli2,0.536348951
RecombinantTGFb,0,ng/mL,48,2,2,Gli2,0.47823157
RecombinantTGFb,0,ng/mL,48,2,3,Gli2,0.61186048
RecombinantTGFb,0,ng/mL,48,3,1,Gli2,0.692298067
RecombinantTGFb,0,ng/mL,48,3,3,Gli2,0.483903794
RecombinantTGFb,10,ng/mL,48,1,1,Gli2,0.407367288
RecombinantTGFb,10,ng/mL,48,1,2,Gli2,0.392629489
RecombinantTGFb,10,ng/mL,48,1,3,Gli2,0.364835879
RecombinantTGFb,10,ng/mL,48,2,1,Gli2,0.457645628
RecombinantTGFb,10,ng/mL,48,2,2,Gli2,0.420944311
RecombinantTGFb,10,ng/mL,48,2,3,Gli2,0.614968412
RecombinantTGFb,10,ng/mL,48,3,1,Gli2,0.931099596
RecombinantTGFb,10,ng/mL,48,3,2,Gli2,0.900708214
RecombinantTGFb,10,ng/mL,48,3,3,Gli2,0.644066211
RecombinantTGFb,0,ng/mL,72,1,1,Gli2,0.301251533
RecombinantTGFb,0,ng/mL,72,1,2,Gli2,0.39930423
RecombinantTGFb,0,ng/mL,72,1,3,Gli2,0.169056771
RecombinantTGFb,0,ng/mL,72,2,1,Gli2,0.084232841
RecombinantTGFb,0,ng/mL,72,2,2,Gli2,0.030320545
RecombinantTGFb,0,ng/mL,72,2,3,Gli2,0.051111537
RecombinantTGFb,0,ng/mL,72,3,1,Gli2,0.270392152
RecombinantTGFb,0,ng/mL,72,3,2,Gli2,0.517405222
RecombinantTGFb,0,ng/mL,72,3,3,Gli2,0.195575666
RecombinantTGFb,10,ng/mL,72,1,1,Gli2,1.065153047
RecombinantTGFb,10,ng/mL,72,1,2,Gli2,0.719480432
RecombinantTGFb,10,ng/mL,72,1,3,Gli2,0.502792443
RecombinantTGFb,10,ng/mL,72,2,1,Gli2,0.123305181
RecombinantTGFb,10,ng/mL,72,2,2,Gli2,0.175587694
RecombinantTGFb,10,ng/mL,72,2,3,Gli2,0.337057464
RecombinantTGFb,10,ng/mL,72,3,1,Gli2,0.668313875
RecombinantTGFb,10,ng/mL,72,3,2,Gli2,0.53330178
RecombinantTGFb,10,ng/mL,72,3,3,Gli2,0.462058302
RecombinantTGFb,0,ng/mL,6,1,1,PTHrP,0.695848684
RecombinantTGFb,0,ng/mL,6,1,2,PTHrP,0.814391963
RecombinantTGFb,0,ng/mL,6,1,3,PTHrP,0.674364332
RecombinantTGFb,0,ng/mL,6,2,1,PTHrP,0.663002224
RecombinantTGFb,0,ng/mL,6,2,2,PTHrP,0.549065152
RecombinantTGFb,0,ng/mL,6,2,3,PTHrP,0.287655695
RecombinantTGFb,0,ng/mL,6,3,1,PTHrP,0.549172882
RecombinantTGFb,0,ng/mL,6,3,2,PTHrP,0.478829896
RecombinantTGFb,0,ng/mL,6,3,3,PTHrP,0.362809094
RecombinantTGFb,10,ng/mL,6,1,1,PTHrP,1.576340169
RecombinantTGFb,10,ng/mL,6,1,2,PTHrP,1.677461863
RecombinantTGFb,10,ng/mL,6,1,3,PTHrP,2.376296817
RecombinantTGFb,10,ng/mL,6,2,1,PTHrP,1.75561336
RecombinantTGFb,10,ng/mL,6,2,2,PTHrP,1.702881829
RecombinantTGFb,10,ng/mL,6,2,3,PTHrP,2.993162639
RecombinantTGFb,10,ng/mL,6,3,1,PTHrP,1.985923096
RecombinantTGFb,10,ng/mL,6,3,2,PTHrP,2.522530268
RecombinantTGFb,10,ng/mL,6,3,3,PTHrP,1.753237281
RecombinantTGFb,0,ng/mL,12,1,1,PTHrP,0.154584029
RecombinantTGFb,0,ng/mL,12,1,2,PTHrP,0.216972731
RecombinantTGFb,0,ng/mL,12,1,3,PTHrP,0.06520318
RecombinantTGFb,0,ng/mL,12,2,1,PTHrP,0.283717653
RecombinantTGFb,0,ng/mL,12,2,2,PTHrP,0.255247521
RecombinantTGFb,0,ng/mL,12,2,3,PTHrP,0.262094205
RecombinantTGFb,0,ng/mL,12,3,1,PTHrP,0.20652495
RecombinantTGFb,0,ng/mL,12,3,2,PTHrP,0.233375264
RecombinantTGFb,10,ng/mL,12,1,1,PTHrP,2.724276136
RecombinantTGFb,10,ng/mL,12,1,2,PTHrP,1.511383255
RecombinantTGFb,10,ng/mL,12,1,3,PTHrP,1.071394312
RecombinantTGFb,10,ng/mL,12,2,1,PTHrP,2.9616551
RecombinantTGFb,10,ng/mL,12,2,2,PTHrP,2.091403503
RecombinantTGFb,10,ng/mL,12,2,3,PTHrP,1.442409055
RecombinantTGFb,10,ng/mL,12,3,1,PTHrP,2.373542234
RecombinantTGFb,10,ng/mL,12,3,2,PTHrP,2.107599416
RecombinantTGFb,10,ng/mL,12,3,3,PTHrP,0.680844731
RecombinantTGFb,0,ng/mL,24,1,1,PTHrP,0.18569897
RecombinantTGFb,0,ng/mL,24,1,2,PTHrP,0.082159851
RecombinantTGFb,0,ng/mL,24,1,3,PTHrP,0.28289664
RecombinantTGFb,0,ng/mL,24,2,1,PTHrP,0.680519893
RecombinantTGFb,0,ng/mL,24,2,2,PTHrP,0.279153819
RecombinantTGFb,0,ng/mL,24,3,1,PTHrP,0.474104632
RecombinantTGFb,0,ng/mL,24,3,2,PTHrP,0.359189713
RecombinantTGFb,0,ng/mL,24,3,3,PTHrP,1.149242228
RecombinantTGFb,10,ng/mL,24,1,1,PTHrP,6.817685723
RecombinantTGFb,10,ng/mL,24,1,2,PTHrP,7.656085189
RecombinantTGFb,10,ng/mL,24,1,3,PTHrP,13.78192942
RecombinantTGFb,10,ng/mL,24,2,1,PTHrP,1.035924248
RecombinantTGFb,10,ng/mL,24,2,2,PTHrP,1.173839164
RecombinantTGFb,10,ng/mL,24,2,3,PTHrP,1.1529212
RecombinantTGFb,10,ng/mL,24,3,1,PTHrP,3.20949654
RecombinantTGFb,10,ng/mL,24,3,2,PTHrP,7.794249117
RecombinantTGFb,10,ng/mL,24,3,3,PTHrP,2.333454426
RecombinantTGFb,0,ng/mL,48,1,1,PTHrP,0.505211333
RecombinantTGFb,0,ng/mL,48,1,2,PTHrP,0.526533495
RecombinantTGFb,0,ng/mL,48,1,3,PTHrP,0.511388366
RecombinantTGFb,0,ng/mL,48,2,1,PTHrP,0.517221215
RecombinantTGFb,0,ng/mL,48,2,2,PTHrP,0.847066476
RecombinantTGFb,0,ng/mL,48,2,3,PTHrP,0.623619063
RecombinantTGFb,0,ng/mL,48,3,1,PTHrP,0.791008141
RecombinantTGFb,0,ng/mL,48,3,3,PTHrP,0.780901834
RecombinantTGFb,10,ng/mL,48,1,1,PTHrP,3.937738327
RecombinantTGFb,10,ng/mL,48,1,2,PTHrP,2.407716508
RecombinantTGFb,10,ng/mL,48,1,3,PTHrP,6.439882516
RecombinantTGFb,10,ng/mL,48,2,1,PTHrP,1.773473788
RecombinantTGFb,10,ng/mL,48,2,2,PTHrP,2.116026217
RecombinantTGFb,10,ng/mL,48,2,3,PTHrP,3.965645407
RecombinantTGFb,10,ng/mL,48,3,1,PTHrP,3.207597524
RecombinantTGFb,10,ng/mL,48,3,2,PTHrP,4.742760292
RecombinantTGFb,10,ng/mL,48,3,3,PTHrP,2.504406077
RecombinantTGFb,0,ng/mL,72,1,1,PTHrP,0.441259431
RecombinantTGFb,0,ng/mL,72,1,2,PTHrP,0.865582789
RecombinantTGFb,0,ng/mL,72,1,3,PTHrP,0.550230854
RecombinantTGFb,0,ng/mL,72,2,1,PTHrP,0.497061239
RecombinantTGFb,0,ng/mL,72,2,2,PTHrP,0.603261108
RecombinantTGFb,0,ng/mL,72,2,3,PTHrP,0.860314302
RecombinantTGFb,0,ng/mL,72,3,1,PTHrP,1.316891396
RecombinantTGFb,0,ng/mL,72,3,2,PTHrP,0.533268563
RecombinantTGFb,0,ng/mL,72,3,3,PTHrP,0.397516246
RecombinantTGFb,10,ng/mL,72,1,1,PTHrP,9.186187183
RecombinantTGFb,10,ng/mL,72,1,2,PTHrP,5.919364234
RecombinantTGFb,10,ng/mL,72,1,3,PTHrP,4.99115766
RecombinantTGFb,10,ng/mL,72,2,1,PTHrP,3.61894185
RecombinantTGFb,10,ng/mL,72,2,2,PTHrP,3.28008426
RecombinantTGFb,10,ng/mL,72,2,3,PTHrP,10.98639968
RecombinantTGFb,10,ng/mL,72,3,1,PTHrP,5.064534356
RecombinantTGFb,10,ng/mL,72,3,2,PTHrP,5.194099888
RecombinantTGFb,10,ng/mL,72,3,3,PTHrP,6.12402716
TGFbInhibitor1D11,0,ug/mL,6,1,1,Gli2,0.171229407
TGFbInhibitor1D11,0,ug/mL,6,1,2,Gli2,0.089689895
TGFbInhibitor1D11,0,ug/mL,6,1,3,Gli2,0.276930403
TGFbInhibitor1D11,0,ug/mL,6,2,1,Gli2,0.02344474
TGFbInhibitor1D11,0,ug/mL,6,2,2,Gli2,0.051716088
TGFbInhibitor1D11,0,ug/mL,6,2,3,Gli2,0.095606788
TGFbInhibitor1D11,0,ug/mL,6,3,1,Gli2,0.030590287
TGFbInhibitor1D11,0,ug/mL,6,3,2,Gli2,0.189056956
TGFbInhibitor1D11,0,ug/mL,6,3,3,Gli2,0.081137584
TGFbInhibitor1D11,10,ug/mL,6,1,1,Gli2,0.166986025
TGFbInhibitor1D11,10,ug/mL,6,1,2,Gli2,0.105049011
TGFbInhibitor1D11,10,ug/mL,6,1,3,Gli2,0.117073195
TGFbInhibitor1D11,10,ug/mL,6,2,1,Gli2,0.05137245
TGFbInhibitor1D11,10,ug/mL,6,2,2,Gli2,0.036852512
TGFbInhibitor1D11,10,ug/mL,6,2,3,Gli2,0.009713451
TGFbInhibitor1D11,10,ug/mL,6,3,1,Gli2,0.001870972
TGFbInhibitor1D11,10,ug/mL,6,3,2,Gli2,0.050214509
TGFbInhibitor1D11,10,ug/mL,6,3,3,Gli2,0.04914078
TGFbInhibitor1D11,0,ug/mL,12,1,1,Gli2,0.05728359
TGFbInhibitor1D11,0,ug/mL,12,1,2,Gli2,0.091171422
TGFbInhibitor1D11,0,ug/mL,12,1,3,Gli2,0.029800028
TGFbInhibitor1D11,0,ug/mL,12,2,1,Gli2,0.036339957
TGFbInhibitor1D11,0,ug/mL,12,2,2,Gli2,0.084223981
TGFbInhibitor1D11,0,ug/mL,12,2,3,Gli2,0.0372266
TGFbInhibitor1D11,0,ug/mL,12,3,1,Gli2,0.01605947
TGFbInhibitor1D11,0,ug/mL,12,3,2,Gli2,0.036015317
TGFbInhibitor1D11,0,ug/mL,12,3,3,Gli2,0.012820162
TGFbInhibitor1D11,10,ug/mL,12,1,1,Gli2,0.009491953
TGFbInhibitor1D11,10,ug/mL,12,1,2,Gli2,0.004409179
TGFbInhibitor1D11,10,ug/mL,12,1,3,Gli2,0.001170257
TGFbInhibitor1D11,10,ug/mL,12,2,1,Gli2,0.034439542
TGFbInhibitor1D11,10,ug/mL,12,2,2,Gli2,0.029024642
TGFbInhibitor1D11,10,ug/mL,12,2,3,Gli2,0.022686291
TGFbInhibitor1D11,10,ug/mL,12,3,1,Gli2,0.037807881
TGFbInhibitor1D11,10,ug/mL,12,3,2,Gli2,0.028230979
TGFbInhibitor1D11,0,ug/mL,24,1,1,Gli2,0.053402525
TGFbInhibitor1D11,0,ug/mL,24,1,2,Gli2,0.20891853
TGFbInhibitor1D11,0,ug/mL,24,1,3,Gli2,0.125846984
TGFbInhibitor1D11,0,ug/mL,24,2,1,Gli2,0.155881071
TGFbInhibitor1D11,0,ug/mL,24,2,2,Gli2,0.022083011
TGFbInhibitor1D11,0,ug/mL,24,2,3,Gli2,0.014868931
TGFbInhibitor1D11,0,ug/mL,24,3,2,Gli2,0.025143191
TGFbInhibitor1D11,0,ug/mL,24,3,3,Gli2,0.102995083
TGFbInhibitor1D11,10,ug/mL,24,1,1,Gli2,0.081671848
TGFbInhibitor1D11,10,ug/mL,24,1,2,Gli2,0.030575631
TGFbInhibitor1D11,10,ug/mL,24,1,3,Gli2,0.247987047
TGFbInhibitor1D11,10,ug/mL,24,2,1,Gli2,0.084443682
TGFbInhibitor1D11,10,ug/mL,24,2,2,Gli2,0.103992559
TGFbInhibitor1D11,10,ug/mL,24,2,3,Gli2,0.018675995
TGFbInhibitor1D11,0,ug/mL,48,1,2,Gli2,0.093764798
TGFbInhibitor1D11,0,ug/mL,48,1,3,Gli2,0.062688762
TGFbInhibitor1D11,0,ug/mL,48,2,1,Gli2,0.107927018
TGFbInhibitor1D11,0,ug/mL,48,2,2,Gli2,0.042406341
TGFbInhibitor1D11,0,ug/mL,48,2,3,Gli2,0.085295208
TGFbInhibitor1D11,0,ug/mL,48,3,1,Gli2,0.115267309
TGFbInhibitor1D11,0,ug/mL,48,3,2,Gli2,0.049564394
TGFbInhibitor1D11,0,ug/mL,48,3,3,Gli2,0.024911474
TGFbInhibitor1D11,10,ug/mL,48,1,1,Gli2,0.05237706
TGFbInhibitor1D11,10,ug/mL,48,1,3,Gli2,0.029695006
TGFbInhibitor1D11,10,ug/mL,48,2,1,Gli2,0.027237062
TGFbInhibitor1D11,10,ug/mL,48,2,2,Gli2,0.047201297
TGFbInhibitor1D11,10,ug/mL,48,2,3,Gli2,0.028028447
TGFbInhibitor1D11,10,ug/mL,48,3,1,Gli2,0.075370556
TGFbInhibitor1D11,10,ug/mL,48,3,2,Gli2,0.072578952
TGFbInhibitor1D11,10,ug/mL,48,3,3,Gli2,0.047742727
TGFbInhibitor1D11,0,ug/mL,72,1,1,Gli2,0.270163182
TGFbInhibitor1D11,0,ug/mL,72,1,2,Gli2,0.263609602
TGFbInhibitor1D11,0,ug/mL,72,1,3,Gli2,0.183246496
TGFbInhibitor1D11,0,ug/mL,72,2,1,Gli2,0.111203273
TGFbInhibitor1D11,0,ug/mL,72,2,2,Gli2,0.111666295
TGFbInhibitor1D11,0,ug/mL,72,3,2,Gli2,0.131594609
TGFbInhibitor1D11,0,ug/mL,72,3,3,Gli2,0.137066943
TGFbInhibitor1D11,10,ug/mL,72,1,1,Gli2,0.06318911
TGFbInhibitor1D11,10,ug/mL,72,1,2,Gli2,0.03023432
TGFbInhibitor1D11,10,ug/mL,72,1,3,Gli2,0.013698726
TGFbInhibitor1D11,10,ug/mL,72,2,1,Gli2,0.002453254
TGFbInhibitor1D11,10,ug/mL,72,2,2,Gli2,0.040450835
TGFbInhibitor1D11,10,ug/mL,72,2,3,Gli2,0.039683267
TGFbInhibitor1D11,10,ug/mL,72,3,1,Gli2,0.006349827
TGFbInhibitor1D11,10,ug/mL,72,3,2,Gli2,0.005011836
TGFbInhibitor1D11,10,ug/mL,72,3,3,Gli2,0.027792302
TGFbInhibitor1D11,0,ug/mL,6,1,1,PTHrP,0.163152239
TGFbInhibitor1D11,0,ug/mL,6,1,2,PTHrP,0.311223172
TGFbInhibitor1D11,0,ug/mL,6,1,3,PTHrP,0.580091141
TGFbInhibitor1D11,0,ug/mL,6,2,1,PTHrP,0.125692329
TGFbInhibitor1D11,0,ug/mL,6,2,2,PTHrP,0.18673083
TGFbInhibitor1D11,0,ug/mL,6,2,3,PTHrP,0.128771914
TGFbInhibitor1D11,0,ug/mL,6,3,1,PTHrP,0.217660722
TGFbInhibitor1D11,0,ug/mL,6,3,2,PTHrP,0.333313792
TGFbInhibitor1D11,0,ug/mL,6,3,3,PTHrP,0.205830409
TGFbInhibitor1D11,10,ug/mL,6,1,1,PTHrP,0.099332349
TGFbInhibitor1D11,10,ug/mL,6,1,2,PTHrP,0.14458976
TGFbInhibitor1D11,10,ug/mL,6,1,3,PTHrP,0.20213052
TGFbInhibitor1D11,10,ug/mL,6,2,2,PTHrP,0.020145513
TGFbInhibitor1D11,10,ug/mL,6,2,3,PTHrP,0.05213157
TGFbInhibitor1D11,10,ug/mL,6,3,1,PTHrP,0.026114199
TGFbInhibitor1D11,10,ug/mL,6,3,2,PTHrP,0.074419335
TGFbInhibitor1D11,10,ug/mL,6,3,3,PTHrP,0.021757763
TGFbInhibitor1D11,0,ug/mL,12,1,1,PTHrP,0.264641817
